"","LRScore","ligpair","recpair","allpair","type_gene_A","type_gene_B","gene_A","gene_B","source","target","cellpair","interaction_type"
"116",-1.3378835,"Fibroblast cell/COL6A2|L","Macrophage cell/SDC1|R","Fibroblast cell/COL6A2|L@Macrophage cell/SDC1|R","Ligand","Receptor","COL6A2|L","SDC1|R","Fibroblast cell","Macrophage cell","Fibroblast cell@Macrophage cell","LR"
"117",-1.3323131,"Stellate cell/TFF2|L","T cell/CXCR4|R","Stellate cell/TFF2|L@T cell/CXCR4|R","Ligand","Receptor","TFF2|L","CXCR4|R","Stellate cell","T cell","Stellate cell@T cell","LR"
"118",-1.3314613,"Ductal cell type 1/GSTP1|L","Endocrine cell/EGFR|R","Ductal cell type 1/GSTP1|L@Endocrine cell/EGFR|R","Ligand","Receptor","GSTP1|L","EGFR|R","Ductal cell type 1","Endocrine cell","Ductal cell type 1@Endocrine cell","LR"
"119",-1.3263018,"B cell/FN1|L","B cell/CD79A|R","B cell/FN1|L@B cell/CD79A|R","Ligand","Receptor","FN1|L","CD79A|R","B cell","B cell","B cell@B cell","LR"
"120",-1.3259275,"T cell/S100A4|L","Endothelial cell/ERBB2|R","T cell/S100A4|L@Endothelial cell/ERBB2|R","Ligand","Receptor","S100A4|L","ERBB2|R","T cell","Endothelial cell","T cell@Endothelial cell","LR"
"121",-1.3244591,"Endocrine cell/LGALS1|L","Macrophage cell/PTPRC|R","Endocrine cell/LGALS1|L@Macrophage cell/PTPRC|R","Ligand","Receptor","LGALS1|L","PTPRC|R","Endocrine cell","Macrophage cell","Endocrine cell@Macrophage cell","LR"
"122",-1.3232484,"Endocrine cell/TFF3|L","Ductal cell type 2/CXCR4|R","Endocrine cell/TFF3|L@Ductal cell type 2/CXCR4|R","Ligand","Receptor","TFF3|L","CXCR4|R","Endocrine cell","Ductal cell type 2","Endocrine cell@Ductal cell type 2","LR"
"123",-1.321817,"Endothelial cell/INS|L","B cell/LILRB1|R","Endothelial cell/INS|L@B cell/LILRB1|R","Ligand","Receptor","INS|L","LILRB1|R","Endothelial cell","B cell","Endothelial cell@B cell","LR"
"124",-1.3198514,"Fibroblast cell/SCT|L","Endothelial cell/RAMP2|R","Fibroblast cell/SCT|L@Endothelial cell/RAMP2|R","Ligand","Receptor","SCT|L","RAMP2|R","Fibroblast cell","Endothelial cell","Fibroblast cell@Endothelial cell","LR"
"125",-1.3189963,"Stellate cell/HLA-C|L","B cell/LILRB1|R","Stellate cell/HLA-C|L@B cell/LILRB1|R","Ligand","Receptor","HLA-C|L","LILRB1|R","Stellate cell","B cell","Stellate cell@B cell","LR"
"126",-1.3170109,"Endocrine cell/COL1A2|L","Ductal cell type 1/CD44|R","Endocrine cell/COL1A2|L@Ductal cell type 1/CD44|R","Ligand","Receptor","COL1A2|L","CD44|R","Endocrine cell","Ductal cell type 1","Endocrine cell@Ductal cell type 1","LR"
"127",-1.3090353,"Endocrine cell/COL1A1|L","Ductal cell type 1/CD44|R","Endocrine cell/COL1A1|L@Ductal cell type 1/CD44|R","Ligand","Receptor","COL1A1|L","CD44|R","Endocrine cell","Ductal cell type 1","Endocrine cell@Ductal cell type 1","LR"
"128",-1.3078581,"Macrophage cell/TFF2|L","T cell/CXCR4|R","Macrophage cell/TFF2|L@T cell/CXCR4|R","Ligand","Receptor","TFF2|L","CXCR4|R","Macrophage cell","T cell","Macrophage cell@T cell","LR"
"129",-1.3038081,"Fibroblast cell/HLA-C|L","T cell/CD8A|R","Fibroblast cell/HLA-C|L@T cell/CD8A|R","Ligand","Receptor","HLA-C|L","CD8A|R","Fibroblast cell","T cell","Fibroblast cell@T cell","LR"
"130",-1.3037971,"B cell/TFF2|L","T cell/CXCR4|R","B cell/TFF2|L@T cell/CXCR4|R","Ligand","Receptor","TFF2|L","CXCR4|R","B cell","T cell","B cell@T cell","LR"
"131",-1.2988285,"Endothelial cell/HSPG2|L","T cell/SDC1|R","Endothelial cell/HSPG2|L@T cell/SDC1|R","Ligand","Receptor","HSPG2|L","SDC1|R","Endothelial cell","T cell","Endothelial cell@T cell","LR"
"132",-1.2975986,"T cell/LUM|L","Stellate cell/ITGB1|R","T cell/LUM|L@Stellate cell/ITGB1|R","Ligand","Receptor","LUM|L","ITGB1|R","T cell","Stellate cell","T cell@Stellate cell","LR"
"133",-1.2927803,"Ductal cell type 2/GSTP1|L","Endocrine cell/EGFR|R","Ductal cell type 2/GSTP1|L@Endocrine cell/EGFR|R","Ligand","Receptor","GSTP1|L","EGFR|R","Ductal cell type 2","Endocrine cell","Ductal cell type 2@Endocrine cell","LR"
"134",-1.292145,"Endocrine cell/MIF|L","Ductal cell type 2/CD44|R","Endocrine cell/MIF|L@Ductal cell type 2/CD44|R","Ligand","Receptor","MIF|L","CD44|R","Endocrine cell","Ductal cell type 2","Endocrine cell@Ductal cell type 2","LR"
"135",-1.2920879,"Ductal cell type 1/GSTP1|L","Ductal cell type 2/TRAF2|R","Ductal cell type 1/GSTP1|L@Ductal cell type 2/TRAF2|R","Ligand","Receptor","GSTP1|L","TRAF2|R","Ductal cell type 1","Ductal cell type 2","Ductal cell type 1@Ductal cell type 2","LR"
"136",-1.2903678,"Fibroblast cell/HLA-C|L","T cell/CD8B|R","Fibroblast cell/HLA-C|L@T cell/CD8B|R","Ligand","Receptor","HLA-C|L","CD8B|R","Fibroblast cell","T cell","Fibroblast cell@T cell","LR"
"137",-1.2839158,"T cell/LUM|L","Fibroblast cell/ITGB1|R","T cell/LUM|L@Fibroblast cell/ITGB1|R","Ligand","Receptor","LUM|L","ITGB1|R","T cell","Fibroblast cell","T cell@Fibroblast cell","LR"
"138",-1.2813882,"Fibroblast cell/LGALS3BP|L","Endocrine cell/ITGB1|R","Fibroblast cell/LGALS3BP|L@Endocrine cell/ITGB1|R","Ligand","Receptor","LGALS3BP|L","ITGB1|R","Fibroblast cell","Endocrine cell","Fibroblast cell@Endocrine cell","LR"
"139",-1.2715707,"Ductal cell type 1/CD59|L","Macrophage cell/CD2|R","Ductal cell type 1/CD59|L@Macrophage cell/CD2|R","Ligand","Receptor","CD59|L","CD2|R","Ductal cell type 1","Macrophage cell","Ductal cell type 1@Macrophage cell","LR"
"140",-1.2585219,"Ductal cell type 2/GSTP1|L","Ductal cell type 1/TRAF2|R","Ductal cell type 2/GSTP1|L@Ductal cell type 1/TRAF2|R","Ligand","Receptor","GSTP1|L","TRAF2|R","Ductal cell type 2","Ductal cell type 1","Ductal cell type 2@Ductal cell type 1","LR"
"141",-1.2580447,"T cell/TFF2|L","T cell/CXCR4|R","T cell/TFF2|L@T cell/CXCR4|R","Ligand","Receptor","TFF2|L","CXCR4|R","T cell","T cell","T cell@T cell","LR"
"142",-1.2536916,"Endothelial cell/HSPG2|L","Macrophage cell/SDC1|R","Endothelial cell/HSPG2|L@Macrophage cell/SDC1|R","Ligand","Receptor","HSPG2|L","SDC1|R","Endothelial cell","Macrophage cell","Endothelial cell@Macrophage cell","LR"
"143",-1.2536387,"Macrophage cell/HLA-DQB1|L","Ductal cell type 1/CD4|R","Macrophage cell/HLA-DQB1|L@Ductal cell type 1/CD4|R","Ligand","Receptor","HLA-DQB1|L","CD4|R","Macrophage cell","Ductal cell type 1","Macrophage cell@Ductal cell type 1","LR"
"144",-1.2534069,"Ductal cell type 2/GSTP1|L","Ductal cell type 2/TRAF2|R","Ductal cell type 2/GSTP1|L@Ductal cell type 2/TRAF2|R","Ligand","Receptor","GSTP1|L","TRAF2|R","Ductal cell type 2","Ductal cell type 2","Ductal cell type 2@Ductal cell type 2","LR"
"145",-1.2493618,"Endocrine cell/MIF|L","Stellate cell/CD44|R","Endocrine cell/MIF|L@Stellate cell/CD44|R","Ligand","Receptor","MIF|L","CD44|R","Endocrine cell","Stellate cell","Endocrine cell@Stellate cell","LR"
"146",-1.2490329,"Endothelial cell/LUM|L","Fibroblast cell/ITGB1|R","Endothelial cell/LUM|L@Fibroblast cell/ITGB1|R","Ligand","Receptor","LUM|L","ITGB1|R","Endothelial cell","Fibroblast cell","Endothelial cell@Fibroblast cell","LR"
"147",-1.2470859,"Macrophage cell/APOE|L","T cell/LSR|R","Macrophage cell/APOE|L@T cell/LSR|R","Ligand","Receptor","APOE|L","LSR|R","Macrophage cell","T cell","Macrophage cell@T cell","LR"
"148",-1.245812,"Endothelial cell/CD59|L","Macrophage cell/CD2|R","Endothelial cell/CD59|L@Macrophage cell/CD2|R","Ligand","Receptor","CD59|L","CD2|R","Endothelial cell","Macrophage cell","Endothelial cell@Macrophage cell","LR"
"149",-1.2442259,"Fibroblast cell/CTHRC1|L","Endocrine cell/FZD5|R","Fibroblast cell/CTHRC1|L@Endocrine cell/FZD5|R","Ligand","Receptor","CTHRC1|L","FZD5|R","Fibroblast cell","Endocrine cell","Fibroblast cell@Endocrine cell","LR"
"150",-1.2430509,"Ductal cell type 1/ZG16B|L","T cell/CXCR4|R","Ductal cell type 1/ZG16B|L@T cell/CXCR4|R","Ligand","Receptor","ZG16B|L","CXCR4|R","Ductal cell type 1","T cell","Ductal cell type 1@T cell","LR"
"151",-1.2408233,"Macrophage cell/APOE|L","Stellate cell/LSR|R","Macrophage cell/APOE|L@Stellate cell/LSR|R","Ligand","Receptor","APOE|L","LSR|R","Macrophage cell","Stellate cell","Macrophage cell@Stellate cell","LR"
"152",-1.2278671,"Endocrine cell/MIF|L","B cell/CD44|R","Endocrine cell/MIF|L@B cell/CD44|R","Ligand","Receptor","MIF|L","CD44|R","Endocrine cell","B cell","Endocrine cell@B cell","LR"
"153",-1.2270441,"Macrophage cell/APOE|L","Macrophage cell/LSR|R","Macrophage cell/APOE|L@Macrophage cell/LSR|R","Ligand","Receptor","APOE|L","LSR|R","Macrophage cell","Macrophage cell","Macrophage cell@Macrophage cell","LR"
"154",-1.2264789,"Macrophage cell/APOE|L","B cell/LSR|R","Macrophage cell/APOE|L@B cell/LSR|R","Ligand","Receptor","APOE|L","LSR|R","Macrophage cell","B cell","Macrophage cell@B cell","LR"
"155",-1.2171719,"Macrophage cell/APOE|L","Endocrine cell/SCARB1|R","Macrophage cell/APOE|L@Endocrine cell/SCARB1|R","Ligand","Receptor","APOE|L","SCARB1|R","Macrophage cell","Endocrine cell","Macrophage cell@Endocrine cell","LR"
"156",-1.2170769,"Macrophage cell/APOE|L","Endocrine cell/LRP5|R","Macrophage cell/APOE|L@Endocrine cell/LRP5|R","Ligand","Receptor","APOE|L","LRP5|R","Macrophage cell","Endocrine cell","Macrophage cell@Endocrine cell","LR"
"157",-1.2157764,"Macrophage cell/MIF|L","T cell/CD44|R","Macrophage cell/MIF|L@T cell/CD44|R","Ligand","Receptor","MIF|L","CD44|R","Macrophage cell","T cell","Macrophage cell@T cell","LR"
"158",-1.2144662,"T cell/LGALS1|L","B cell/PTPRC|R","T cell/LGALS1|L@B cell/PTPRC|R","Ligand","Receptor","LGALS1|L","PTPRC|R","T cell","B cell","T cell@B cell","LR"
"159",-1.2133713,"Stellate cell/LAMB2|L","Endothelial cell/RPSA|R","Stellate cell/LAMB2|L@Endothelial cell/RPSA|R","Ligand","Receptor","LAMB2|L","RPSA|R","Stellate cell","Endothelial cell","Stellate cell@Endothelial cell","LR"
"160",-1.2103962,"Macrophage cell/HLA-DQA1|L","Ductal cell type 1/CD4|R","Macrophage cell/HLA-DQA1|L@Ductal cell type 1/CD4|R","Ligand","Receptor","HLA-DQA1|L","CD4|R","Macrophage cell","Ductal cell type 1","Macrophage cell@Ductal cell type 1","LR"
"161",-1.1992666,"T cell/LGALS1|L","Macrophage cell/PTPRC|R","T cell/LGALS1|L@Macrophage cell/PTPRC|R","Ligand","Receptor","LGALS1|L","PTPRC|R","T cell","Macrophage cell","T cell@Macrophage cell","LR"
"162",-1.1978396,"Stellate cell/COL1A2|L","T cell/SDC1|R","Stellate cell/COL1A2|L@T cell/SDC1|R","Ligand","Receptor","COL1A2|L","SDC1|R","Stellate cell","T cell","Stellate cell@T cell","LR"
"163",-1.1948569,"Endocrine cell/PKM|L","T cell/CD44|R","Endocrine cell/PKM|L@T cell/CD44|R","Ligand","Receptor","PKM|L","CD44|R","Endocrine cell","T cell","Endocrine cell@T cell","LR"
"164",-1.1947237,"Macrophage cell/YBX1|L","Ductal cell type 1/NOTCH1|R","Macrophage cell/YBX1|L@Ductal cell type 1/NOTCH1|R","Ligand","Receptor","YBX1|L","NOTCH1|R","Macrophage cell","Ductal cell type 1","Macrophage cell@Ductal cell type 1","LR"
"165",-1.1925287,"Stellate cell/MIF|L","Ductal cell type 2/CD44|R","Stellate cell/MIF|L@Ductal cell type 2/CD44|R","Ligand","Receptor","MIF|L","CD44|R","Stellate cell","Ductal cell type 2","Stellate cell@Ductal cell type 2","LR"
"166",-1.1749892,"T cell/LGALS1|L","T cell/CD69|R","T cell/LGALS1|L@T cell/CD69|R","Ligand","Receptor","LGALS1|L","CD69|R","T cell","T cell","T cell@T cell","LR"
"167",-1.1737808,"Endothelial cell/LGALS1|L","B cell/PTPRC|R","Endothelial cell/LGALS1|L@B cell/PTPRC|R","Ligand","Receptor","LGALS1|L","PTPRC|R","Endothelial cell","B cell","Endothelial cell@B cell","LR"
"168",-1.1713,"Fibroblast cell/TIMP2|L","T cell/ITGB1|R","Fibroblast cell/TIMP2|L@T cell/ITGB1|R","Ligand","Receptor","TIMP2|L","ITGB1|R","Fibroblast cell","T cell","Fibroblast cell@T cell","LR"
"169",-1.1585811,"Endothelial cell/LGALS1|L","Macrophage cell/PTPRC|R","Endothelial cell/LGALS1|L@Macrophage cell/PTPRC|R","Ligand","Receptor","LGALS1|L","PTPRC|R","Endothelial cell","Macrophage cell","Endothelial cell@Macrophage cell","LR"
"170",-1.1572764,"Endothelial cell/MIF|L","T cell/CD44|R","Endothelial cell/MIF|L@T cell/CD44|R","Ligand","Receptor","MIF|L","CD44|R","Endothelial cell","T cell","Endothelial cell@T cell","LR"
"171",-1.1533045,"B cell/HLA-DQB1|L","Ductal cell type 1/CD4|R","B cell/HLA-DQB1|L@Ductal cell type 1/CD4|R","Ligand","Receptor","HLA-DQB1|L","CD4|R","B cell","Ductal cell type 1","B cell@Ductal cell type 1","LR"
"172",-1.1527027,"Stellate cell/COL1A2|L","Macrophage cell/SDC1|R","Stellate cell/COL1A2|L@Macrophage cell/SDC1|R","Ligand","Receptor","COL1A2|L","SDC1|R","Stellate cell","Macrophage cell","Stellate cell@Macrophage cell","LR"
"173",-1.1506952,"Ductal cell type 1/MFGE8|L","Stellate cell/PDGFRB|R","Ductal cell type 1/MFGE8|L@Stellate cell/PDGFRB|R","Ligand","Receptor","MFGE8|L","PDGFRB|R","Ductal cell type 1","Stellate cell","Ductal cell type 1@Stellate cell","LR"
"174",-1.1497455,"Stellate cell/MIF|L","Stellate cell/CD44|R","Stellate cell/MIF|L@Stellate cell/CD44|R","Ligand","Receptor","MIF|L","CD44|R","Stellate cell","Stellate cell","Stellate cell@Stellate cell","LR"
"175",-1.1439095,"T cell/MIF|L","T cell/CD44|R","T cell/MIF|L@T cell/CD44|R","Ligand","Receptor","MIF|L","CD44|R","T cell","T cell","T cell@T cell","LR"
"176",-1.1321521,"Fibroblast cell/HMGB1|L","Macrophage cell/THBD|R","Fibroblast cell/HMGB1|L@Macrophage cell/THBD|R","Ligand","Receptor","HMGB1|L","THBD|R","Fibroblast cell","Macrophage cell","Fibroblast cell@Macrophage cell","LR"
"177",-1.1282809,"Macrophage cell/MIF|L","Ductal cell type 2/CD44|R","Macrophage cell/MIF|L@Ductal cell type 2/CD44|R","Ligand","Receptor","MIF|L","CD44|R","Macrophage cell","Ductal cell type 2","Macrophage cell@Ductal cell type 2","LR"
"178",-1.1282508,"Stellate cell/MIF|L","B cell/CD44|R","Stellate cell/MIF|L@B cell/CD44|R","Ligand","Receptor","MIF|L","CD44|R","Stellate cell","B cell","Stellate cell@B cell","LR"
"179",-1.1244372,"Ductal cell type 1/SCGB3A1|L","Stellate cell/NOTCH3|R","Ductal cell type 1/SCGB3A1|L@Stellate cell/NOTCH3|R","Ligand","Receptor","SCGB3A1|L","NOTCH3|R","Ductal cell type 1","Stellate cell","Ductal cell type 1@Stellate cell","LR"
"180",-1.1212409,"Endocrine cell/FN1|L","Ductal cell type 1/CD44|R","Endocrine cell/FN1|L@Ductal cell type 1/CD44|R","Ligand","Receptor","FN1|L","CD44|R","Endocrine cell","Ductal cell type 1","Endocrine cell@Ductal cell type 1","LR"
"181",-1.1171259,"Stellate cell/YBX1|L","Ductal cell type 1/NOTCH1|R","Stellate cell/YBX1|L@Ductal cell type 1/NOTCH1|R","Ligand","Receptor","YBX1|L","NOTCH1|R","Stellate cell","Ductal cell type 1","Stellate cell@Ductal cell type 1","LR"
"182",-1.1157842,"Endothelial cell/TFF2|L","Macrophage cell/CXCR4|R","Endothelial cell/TFF2|L@Macrophage cell/CXCR4|R","Ligand","Receptor","TFF2|L","CXCR4|R","Endothelial cell","Macrophage cell","Endothelial cell@Macrophage cell","LR"
"183",-1.1131805,"Macrophage cell/INS|L","Ductal cell type 2/INSR|R","Macrophage cell/INS|L@Ductal cell type 2/INSR|R","Ligand","Receptor","INS|L","INSR|R","Macrophage cell","Ductal cell type 2","Macrophage cell@Ductal cell type 2","LR"
"184",-1.1130729,"B cell/APOE|L","Ductal cell type 2/LSR|R","B cell/APOE|L@Ductal cell type 2/LSR|R","Ligand","Receptor","APOE|L","LSR|R","B cell","Ductal cell type 2","B cell@Ductal cell type 2","LR"
"185",-1.1115291,"Fibroblast cell/VCAN|L","Endocrine cell/EGFR|R","Fibroblast cell/VCAN|L@Endocrine cell/EGFR|R","Ligand","Receptor","VCAN|L","EGFR|R","Fibroblast cell","Endocrine cell","Fibroblast cell@Endocrine cell","LR"
"186",-1.1105294,"T cell/TIMP2|L","Stellate cell/ITGB1|R","T cell/TIMP2|L@Stellate cell/ITGB1|R","Ligand","Receptor","TIMP2|L","ITGB1|R","T cell","Stellate cell","T cell@Stellate cell","LR"
"187",-1.1078676,"Endocrine cell/MIF|L","Ductal cell type 2/TNFRSF14|R","Endocrine cell/MIF|L@Ductal cell type 2/TNFRSF14|R","Ligand","Receptor","MIF|L","TNFRSF14|R","Endocrine cell","Ductal cell type 2","Endocrine cell@Ductal cell type 2","LR"
"188",-1.1054476,"B cell/HSPG2|L","Stellate cell/ITGB1|R","B cell/HSPG2|L@Stellate cell/ITGB1|R","Ligand","Receptor","HSPG2|L","ITGB1|R","B cell","Stellate cell","B cell@Stellate cell","LR"
"189",-1.103702,"Endocrine cell/MIF|L","B cell/TNFRSF14|R","Endocrine cell/MIF|L@B cell/TNFRSF14|R","Ligand","Receptor","MIF|L","TNFRSF14|R","Endocrine cell","B cell","Endocrine cell@B cell","LR"
"190",-1.1007137,"Ductal cell type 1/TGFB3|L","Stellate cell/ITGB1|R","Ductal cell type 1/TGFB3|L@Stellate cell/ITGB1|R","Ligand","Receptor","TGFB3|L","ITGB1|R","Ductal cell type 1","Stellate cell","Ductal cell type 1@Stellate cell","LR"
"191",-1.0991654,"Endothelial cell/PKM|L","Macrophage cell/CD44|R","Endothelial cell/PKM|L@Macrophage cell/CD44|R","Ligand","Receptor","PKM|L","CD44|R","Endothelial cell","Macrophage cell","Endothelial cell@Macrophage cell","LR"
"192",-1.0968466,"T cell/TIMP2|L","Fibroblast cell/ITGB1|R","T cell/TIMP2|L@Fibroblast cell/ITGB1|R","Ligand","Receptor","TIMP2|L","ITGB1|R","T cell","Fibroblast cell","T cell@Fibroblast cell","LR"
"193",-1.0933552,"B cell/TIMP2|L","Stellate cell/ITGB1|R","B cell/TIMP2|L@Stellate cell/ITGB1|R","Ligand","Receptor","TIMP2|L","ITGB1|R","B cell","Stellate cell","B cell@Stellate cell","LR"
"194",-1.093167,"Macrophage cell/GRN|L","Endocrine cell/EGFR|R","Macrophage cell/GRN|L@Endocrine cell/EGFR|R","Ligand","Receptor","GRN|L","EGFR|R","Macrophage cell","Endocrine cell","Macrophage cell@Endocrine cell","LR"
"195",-1.0928833,"Macrophage cell/FBLN1|L","Stellate cell/ITGB1|R","Macrophage cell/FBLN1|L@Stellate cell/ITGB1|R","Ligand","Receptor","FBLN1|L","ITGB1|R","Macrophage cell","Stellate cell","Macrophage cell@Stellate cell","LR"
"196",-1.0928651,"Endocrine cell/MIF|L","T cell/TNFRSF14|R","Endocrine cell/MIF|L@T cell/TNFRSF14|R","Ligand","Receptor","MIF|L","TNFRSF14|R","Endocrine cell","T cell","Endocrine cell@T cell","LR"
"197",-1.0917648,"B cell/HSPG2|L","Fibroblast cell/ITGB1|R","B cell/HSPG2|L@Fibroblast cell/ITGB1|R","Ligand","Receptor","HSPG2|L","ITGB1|R","B cell","Fibroblast cell","B cell@Fibroblast cell","LR"
"198",-1.0888305,"Endocrine cell/TFF3|L","B cell/CXCR4|R","Endocrine cell/TFF3|L@B cell/CXCR4|R","Ligand","Receptor","TFF3|L","CXCR4|R","Endocrine cell","B cell","Endocrine cell@B cell","LR"
"199",-1.0886718,"B cell/HLA-DQA1|L","Ductal cell type 1/CD4|R","B cell/HLA-DQA1|L@Ductal cell type 1/CD4|R","Ligand","Receptor","HLA-DQA1|L","CD4|R","B cell","Ductal cell type 1","B cell@Ductal cell type 1","LR"
"200",-1.0886525,"Fibroblast cell/HMGB1|L","Macrophage cell/TLR4|R","Fibroblast cell/HMGB1|L@Macrophage cell/TLR4|R","Ligand","Receptor","HMGB1|L","TLR4|R","Fibroblast cell","Macrophage cell","Fibroblast cell@Macrophage cell","LR"
"201",-1.0873502,"Fibroblast cell/APOD|L","Fibroblast cell/LEPR|R","Fibroblast cell/APOD|L@Fibroblast cell/LEPR|R","Ligand","Receptor","APOD|L","LEPR|R","Fibroblast cell","Fibroblast cell","Fibroblast cell@Fibroblast cell","LR"
"202",-1.0870309,"Ductal cell type 1/TGFB3|L","Fibroblast cell/ITGB1|R","Ductal cell type 1/TGFB3|L@Fibroblast cell/ITGB1|R","Ligand","Receptor","TGFB3|L","ITGB1|R","Ductal cell type 1","Fibroblast cell","Ductal cell type 1@Fibroblast cell","LR"
"203",-1.0867,"Macrophage cell/SPP1|L","T cell/PTGER4|R","Macrophage cell/SPP1|L@T cell/PTGER4|R","Ligand","Receptor","SPP1|L","PTGER4|R","Macrophage cell","T cell","Macrophage cell@T cell","LR"
"204",-1.0849357,"Stellate cell/S100A4|L","Endocrine cell/EGFR|R","Stellate cell/S100A4|L@Endocrine cell/EGFR|R","Ligand","Receptor","S100A4|L","EGFR|R","Stellate cell","Endocrine cell","Stellate cell@Endocrine cell","LR"
"205",-1.0843203,"Endocrine cell/MIF|L","Macrophage cell/TNFRSF14|R","Endocrine cell/MIF|L@Macrophage cell/TNFRSF14|R","Ligand","Receptor","MIF|L","TNFRSF14|R","Endocrine cell","Macrophage cell","Endocrine cell@Macrophage cell","LR"
"206",-1.0821259,"Fibroblast cell/COL6A1|L","T cell/SDC1|R","Fibroblast cell/COL6A1|L@T cell/SDC1|R","Ligand","Receptor","COL6A1|L","SDC1|R","Fibroblast cell","T cell","Fibroblast cell@T cell","LR"
"207",-1.0796723,"B cell/TIMP2|L","Fibroblast cell/ITGB1|R","B cell/TIMP2|L@Fibroblast cell/ITGB1|R","Ligand","Receptor","TIMP2|L","ITGB1|R","B cell","Fibroblast cell","B cell@Fibroblast cell","LR"
"208",-1.0792005,"Macrophage cell/FBLN1|L","Fibroblast cell/ITGB1|R","Macrophage cell/FBLN1|L@Fibroblast cell/ITGB1|R","Ligand","Receptor","FBLN1|L","ITGB1|R","Macrophage cell","Fibroblast cell","Macrophage cell@Fibroblast cell","LR"
"209",-1.0791694,"Macrophage cell/AGRN|L","Stellate cell/ITGB1|R","Macrophage cell/AGRN|L@Stellate cell/ITGB1|R","Ligand","Receptor","AGRN|L","ITGB1|R","Macrophage cell","Stellate cell","Macrophage cell@Stellate cell","LR"
"210",-1.0766231,"Fibroblast cell/CD99|L","Endocrine cell/CD99L2|R","Fibroblast cell/CD99|L@Endocrine cell/CD99L2|R","Ligand","Receptor","CD99|L","CD99L2|R","Fibroblast cell","Endocrine cell","Fibroblast cell@Endocrine cell","LR"
"211",-1.0730038,"T cell/CD99|L","Macrophage cell/CD81|R","T cell/CD99|L@Macrophage cell/CD81|R","Ligand","Receptor","CD99|L","CD81|R","T cell","Macrophage cell","T cell@Macrophage cell","LR"
"212",-1.0725917,"Ductal cell type 1/ANGPT1|L","Stellate cell/ITGB1|R","Ductal cell type 1/ANGPT1|L@Stellate cell/ITGB1|R","Ligand","Receptor","ANGPT1|L","ITGB1|R","Ductal cell type 1","Stellate cell","Ductal cell type 1@Stellate cell","LR"
"213",-1.0705581,"T cell/PSAP|L","Fibroblast cell/LRP1|R","T cell/PSAP|L@Fibroblast cell/LRP1|R","Ligand","Receptor","PSAP|L","LRP1|R","T cell","Fibroblast cell","T cell@Fibroblast cell","LR"
"214",-1.0702617,"Fibroblast cell/TIMP2|L","B cell/ITGB1|R","Fibroblast cell/TIMP2|L@B cell/ITGB1|R","Ligand","Receptor","TIMP2|L","ITGB1|R","Fibroblast cell","B cell","Fibroblast cell@B cell","LR"
"215",-1.0684056,"Ductal cell type 2/CEACAM6|L","Endocrine cell/EGFR|R","Ductal cell type 2/CEACAM6|L@Endocrine cell/EGFR|R","Ligand","Receptor","CEACAM6|L","EGFR|R","Ductal cell type 2","Endocrine cell","Ductal cell type 2@Endocrine cell","LR"
"216",-1.0663451,"Ductal cell type 2/CEACAM6|L","Endocrine cell/CEACAM1|R","Ductal cell type 2/CEACAM6|L@Endocrine cell/CEACAM1|R","Ligand","Receptor","CEACAM6|L","CEACAM1|R","Ductal cell type 2","Endocrine cell","Ductal cell type 2@Endocrine cell","LR"
"217",-1.066089,"Endocrine cell/CD99|L","Endocrine cell/CD81|R","Endocrine cell/CD99|L@Endocrine cell/CD81|R","Ligand","Receptor","CD99|L","CD81|R","Endocrine cell","Endocrine cell","Endocrine cell@Endocrine cell","LR"
